,State_Name,ind_district,Crop_Year,Season,Crop,Area,Production,Value
10889,Uttar Pradesh,basti,1999,kharif,Rice,111806,252057,2.254413895
10891,Uttar Pradesh,basti,2000,kharif,Rice,111560,240346,2.154410183
10893,Uttar Pradesh,basti,2001,kharif,Rice,119463,254295,2.128650712
10894,Uttar Pradesh,basti,2002,kharif,Rice,117509,133227,1.133759967
10895,Uttar Pradesh,basti,2003,kharif,Rice,118834,263294,2.215645354
10896,Uttar Pradesh,basti,2004,kharif,Rice,118438,176170,1.487444908
10897,Uttar Pradesh,basti,2005,kharif,Rice,118834,197502,1.661999091
10898,Uttar Pradesh,basti,2006,kharif,Rice,109692,165525,1.508997921
10899,Uttar Pradesh,basti,2007,kharif,Rice,114107,210984,1.849001376
10900,Uttar Pradesh,basti,2008,kharif,Rice,111663,223884,2.004997179
10901,Uttar Pradesh,basti,2009,kharif,Rice,108375,231056,2.132004614
10902,Uttar Pradesh,basti,2010,kharif,Rice,102314,215473,2.105997224
10903,Uttar Pradesh,basti,2011,kharif,Rice,122176,316802,2.592996988
10904,Uttar Pradesh,basti,2012,kharif,Rice,107977,265084,2.455004306
10905,Uttar Pradesh,basti,2013,kharif,Rice,104860,263933,2.517003624
10906,Uttar Pradesh,basti,2014,kharif,Rice,104328,202814,1.944003527
10907,Uttar Pradesh,bijnor,1997,kharif,Rice,62687,186400,2.973503278
10909,Uttar Pradesh,bijnor,1998,kharif,Rice,65312,183983,2.816986159
10911,Uttar Pradesh,bijnor,1999,kharif,Rice,63349,176290,2.78283793
10913,Uttar Pradesh,bijnor,2000,kharif,Rice,65831,183353,2.785207577
10915,Uttar Pradesh,bijnor,2001,kharif,Rice,64581,194561,3.012666264
10917,Uttar Pradesh,bijnor,2002,kharif,Rice,52924,141933,2.68182677
10919,Uttar Pradesh,bijnor,2003,kharif,Rice,55591,142603,2.565217391
10921,Uttar Pradesh,bijnor,2004,kharif,Rice,61346,175022,2.853030352
10922,Uttar Pradesh,bijnor,2005,kharif,Rice,53816,140567,2.611992716
10923,Uttar Pradesh,bijnor,2006,kharif,Rice,61346,158641,2.586003977
10925,Uttar Pradesh,bijnor,2007,kharif,Rice,60515,157763,2.607006527
10927,Uttar Pradesh,bijnor,2008,kharif,Rice,52426,131747,2.513008812
10929,Uttar Pradesh,bijnor,2009,kharif,Rice,49403,118024,2.389004716
10931,Uttar Pradesh,bijnor,2010,kharif,Rice,55816,131000,2.346997277
10933,Uttar Pradesh,bijnor,2011,kharif,Rice,53734,128800,2.396992593
10935,Uttar Pradesh,bijnor,2012,kharif,Rice,51390,129708,2.523992995
10937,Uttar Pradesh,bijnor,2013,kharif,Rice,52943,123304,2.328995335
10939,Uttar Pradesh,bijnor,2014,kharif,Rice,54742,143205,2.615998685
10941,Uttar Pradesh,budaun,1997,kharif,Rice,75479,141053,1.868771446
10943,Uttar Pradesh,budaun,1998,kharif,Rice,86247,150611,1.746275233
10945,Uttar Pradesh,budaun,1999,kharif,Rice,108043,200329,1.854159918
10947,Uttar Pradesh,budaun,2000,kharif,Rice,110184,169222,1.535812822
10949,Uttar Pradesh,budaun,2001,kharif,Rice,103869,162355,1.563074642
10951,Uttar Pradesh,budaun,2002,kharif,Rice,56688,76092,1.342294666
10953,Uttar Pradesh,budaun,2003,kharif,Rice,73263,146059,1.993625705
10955,Uttar Pradesh,budaun,2004,kharif,Rice,90405,142174,1.572634257
10956,Uttar Pradesh,budaun,2005,kharif,Rice,67430,118407,1.755998814
10957,Uttar Pradesh,budaun,2006,kharif,Rice,87564,161030,1.838997762
10959,Uttar Pradesh,budaun,2007,kharif,Rice,88595,163724,1.848004966
10961,Uttar Pradesh,budaun,2008,kharif,Rice,77267,137149,1.775000971
10963,Uttar Pradesh,budaun,2009,kharif,Rice,67293,135124,2.007994888
10965,Uttar Pradesh,budaun,2010,kharif,Rice,84311,158167,1.875994829
10967,Uttar Pradesh,budaun,2011,kharif,Rice,87728,187299,2.134996808
10969,Uttar Pradesh,budaun,2012,kharif,Rice,83806,191329,2.282998831
10971,Uttar Pradesh,budaun,2013,kharif,Rice,79975,176185,2.203000938
10972,Uttar Pradesh,budaun,2014,kharif,Rice,81242,166790,2.053002142
10974,Uttar Pradesh,bulandshahr,1997,kharif,Rice,14777,42533,2.878324423
10975,Uttar Pradesh,bulandshahr,1998,kharif,Rice,21946,49298,2.246331906
10976,Uttar Pradesh,bulandshahr,1999,kharif,Rice,34970,79529,2.274206463
10977,Uttar Pradesh,bulandshahr,2000,kharif,Rice,45683,93141,2.038854716
10979,Uttar Pradesh,bulandshahr,2001,kharif,Rice,39615,89141,2.250183011
10981,Uttar Pradesh,bulandshahr,2002,kharif,Rice,39646,91108,2.298037633
10982,Uttar Pradesh,bulandshahr,2003,kharif,Rice,44941,102596,2.282904252
10983,Uttar Pradesh,bulandshahr,2004,kharif,Rice,50510,122273,2.420768165
10984,Uttar Pradesh,bulandshahr,2005,kharif,Rice,45027,102031,2.265995958
10985,Uttar Pradesh,bulandshahr,2006,kharif,Rice,46033,100444,2.18199987
10986,Uttar Pradesh,bulandshahr,2007,kharif,Rice,58105,135908,2.33900697
10988,Uttar Pradesh,bulandshahr,2008,kharif,Rice,69306,160374,2.313998788
10989,Uttar Pradesh,bulandshahr,2009,kharif,Rice,61431,138220,2.25000407
10990,Uttar Pradesh,bulandshahr,2010,kharif,Rice,74827,168885,2.257006161
10992,Uttar Pradesh,bulandshahr,2011,kharif,Rice,88300,209271,2.37
10993,Uttar Pradesh,bulandshahr,2012,kharif,Rice,83783,216328,2.582003509
10995,Uttar Pradesh,bulandshahr,2013,kharif,Rice,95669,251801,2.632002007
10997,Uttar Pradesh,bulandshahr,2014,kharif,Rice,107595,275551,2.561001905
10999,Uttar Pradesh,deoria,1997,kharif,Rice,121281,234686,1.935059902
11001,Uttar Pradesh,deoria,1998,kharif,Rice,120846,206791,1.711194413
11002,Uttar Pradesh,deoria,1999,kharif,Rice,123788,280524,2.266164733
11003,Uttar Pradesh,deoria,2000,kharif,Rice,123132,300532,2.440730273
11005,Uttar Pradesh,deoria,2001,kharif,Rice,126977,247386,1.948274097
11006,Uttar Pradesh,deoria,2002,kharif,Rice,128478,223404,1.738850231
11007,Uttar Pradesh,deoria,2003,kharif,Rice,130793,281680,2.153632075
11009,Uttar Pradesh,deoria,2004,kharif,Rice,130539,213166,1.632967925
11010,Uttar Pradesh,deoria,2005,kharif,Rice,130793,237128,1.813002225
11011,Uttar Pradesh,deoria,2006,kharif,Rice,121228,207785,1.714001716
11012,Uttar Pradesh,deoria,2007,kharif,Rice,129723,255814,1.972001881
11013,Uttar Pradesh,deoria,2008,kharif,Rice,129385,278695,2.153997759
11015,Uttar Pradesh,deoria,2009,kharif,Rice,118768,169244,1.424996632
11017,Uttar Pradesh,deoria,2010,kharif,Rice,128344,256303,1.997000249
11019,Uttar Pradesh,deoria,2011,kharif,Rice,130611,287736,2.202999747
11021,Uttar Pradesh,deoria,2012,kharif,Rice,132142,295337,2.2349972
11023,Uttar Pradesh,deoria,2013,kharif,Rice,135616,333480,2.459001888
11025,Uttar Pradesh,deoria,2014,kharif,Rice,132892,266980,2.008999789
11027,Uttar Pradesh,etah,1997,kharif,Rice,38760,71267,1.838673891
11028,Uttar Pradesh,etah,1998,kharif,Rice,37560,77436,2.061661342
11029,Uttar Pradesh,etah,1999,kharif,Rice,37477,64489,1.720762067
11030,Uttar Pradesh,etah,2000,kharif,Rice,40199,72599,1.805990199
11031,Uttar Pradesh,etah,2001,kharif,Rice,51795,77583,1.497885896
11033,Uttar Pradesh,etah,2002,kharif,Rice,41099,63128,1.535998443
11034,Uttar Pradesh,etah,2003,kharif,Rice,36048,64971,1.802346871
11036,Uttar Pradesh,etah,2004,kharif,Rice,40518,82558,2.037563552
11037,Uttar Pradesh,etah,2005,kharif,Rice,37875,83666,2.2090033
11038,Uttar Pradesh,etah,2006,kharif,Rice,41564,90028,2.166009046
11039,Uttar Pradesh,etah,2007,kharif,Rice,30937,70784,2.288004655
11040,Uttar Pradesh,etah,2008,kharif,Rice,45774,101527,2.218005855
11041,Uttar Pradesh,etah,2009,kharif,Rice,16367,36400,2.223987292
11042,Uttar Pradesh,etah,2010,kharif,Rice,21823,45872,2.102002474
11043,Uttar Pradesh,etah,2011,kharif,Rice,27072,69358,2.561982861
11044,Uttar Pradesh,etah,2012,kharif,Rice,18727,49608,2.649009452
11045,Uttar Pradesh,etah,2013,kharif,Rice,19297,45001,2.332020521
11046,Uttar Pradesh,etah,2014,kharif,Rice,18244,40283,2.208013594
11047,Uttar Pradesh,etawah,1997,kharif,Rice,41202,110865,2.690767438
11048,Uttar Pradesh,etawah,1998,kharif,Rice,43453,96948,2.231100269
11050,Uttar Pradesh,etawah,1999,kharif,Rice,45212,113986,2.521144829
11051,Uttar Pradesh,etawah,2000,kharif,Rice,47332,94299,1.992288515
11052,Uttar Pradesh,etawah,2001,kharif,Rice,48308,106787,2.210544837
11053,Uttar Pradesh,etawah,2002,kharif,Rice,38965,90273,2.316771462
11054,Uttar Pradesh,etawah,2003,kharif,Rice,42058,98652,2.345617956
11055,Uttar Pradesh,etawah,2004,kharif,Rice,44493,121859,2.738835322
11056,Uttar Pradesh,etawah,2005,kharif,Rice,41868,107936,2.57800707
11057,Uttar Pradesh,etawah,2006,kharif,Rice,31781,85046,2.676001384
11058,Uttar Pradesh,etawah,2007,kharif,Rice,44284,113633,2.566005781
11059,Uttar Pradesh,etawah,2008,kharif,Rice,45157,125040,2.769005913
11060,Uttar Pradesh,etawah,2009,kharif,Rice,37865,98260,2.595008583
11061,Uttar Pradesh,etawah,2010,kharif,Rice,43727,108224,2.474992568
11062,Uttar Pradesh,etawah,2011,kharif,Rice,50571,136997,2.709003184
11063,Uttar Pradesh,etawah,2012,kharif,Rice,49251,145734,2.959005909
11064,Uttar Pradesh,etawah,2013,kharif,Rice,58263,169604,2.911006986
11065,Uttar Pradesh,etawah,2014,kharif,Rice,52797,136533,2.585999205
11066,Uttar Pradesh,faizabad,1997,kharif,Rice,101815,230758,2.266444041
11067,Uttar Pradesh,faizabad,1998,kharif,Rice,104169,195720,1.878869913
11068,Uttar Pradesh,faizabad,1999,kharif,Rice,101251,209220,2.066349962
11069,Uttar Pradesh,faizabad,2000,kharif,Rice,100564,213450,2.122528937
11070,Uttar Pradesh,faizabad,2001,kharif,Rice,104185,249943,2.399030571
11071,Uttar Pradesh,faizabad,2002,kharif,Rice,85292,194284,2.277868968
11072,Uttar Pradesh,faizabad,2003,kharif,Rice,72165,197095,2.731171621
11073,Uttar Pradesh,faizabad,2004,kharif,Rice,72651,171176,2.356141003
11074,Uttar Pradesh,faizabad,2005,kharif,Rice,88399,220379,2.493003315
11075,Uttar Pradesh,faizabad,2006,kharif,Rice,72337,125866,1.739994747
11076,Uttar Pradesh,faizabad,2007,kharif,Rice,70484,149144,2.115997957
11077,Uttar Pradesh,faizabad,2008,kharif,Rice,104233,247762,2.377001525
11078,Uttar Pradesh,faizabad,2009,kharif,Rice,82232,189216,2.301002043
11079,Uttar Pradesh,faizabad,2010,kharif,Rice,97099,214200,2.205995942
11080,Uttar Pradesh,faizabad,2011,kharif,Rice,99295,236719,2.38399718
11081,Uttar Pradesh,faizabad,2012,kharif,Rice,99791,253569,2.541000691
11082,Uttar Pradesh,faizabad,2013,kharif,Rice,103896,272519,2.622997998
11083,Uttar Pradesh,faizabad,2014,kharif,Rice,94586,207805,2.196995327
11084,Uttar Pradesh,farrukhabad,1997,kharif,Rice,13215,25031,1.894135452
11086,Uttar Pradesh,farrukhabad,1998,kharif,Rice,11278,22788,2.020571023
11088,Uttar Pradesh,farrukhabad,1999,kharif,Rice,13251,28315,2.136819863
11090,Uttar Pradesh,farrukhabad,2000,kharif,Rice,13743,28025,2.039219967
11091,Uttar Pradesh,farrukhabad,2001,kharif,Rice,14306,30081,2.102684188
11092,Uttar Pradesh,farrukhabad,2002,kharif,Rice,9501,19468,2.049047469
11094,Uttar Pradesh,farrukhabad,2003,kharif,Rice,12582,21304,1.693212526
11095,Uttar Pradesh,farrukhabad,2004,kharif,Rice,15644,35859,2.292188699
11096,Uttar Pradesh,farrukhabad,2005,kharif,Rice,13144,27458,2.089013999
11097,Uttar Pradesh,farrukhabad,2006,kharif,Rice,14986,34108,2.275990925
11098,Uttar Pradesh,farrukhabad,2007,kharif,Rice,13047,29734,2.278991339
11099,Uttar Pradesh,farrukhabad,2008,kharif,Rice,14975,37048,2.473989983
11100,Uttar Pradesh,farrukhabad,2009,kharif,Rice,8899,19934,2.240026969
11101,Uttar Pradesh,farrukhabad,2010,kharif,Rice,14963,24075,1.60896879
11102,Uttar Pradesh,farrukhabad,2011,kharif,Rice,14915,33469,2.243982568
11103,Uttar Pradesh,farrukhabad,2012,kharif,Rice,15283,42471,2.778970097
11104,Uttar Pradesh,farrukhabad,2013,kharif,Rice,16524,44202,2.675018155
11105,Uttar Pradesh,farrukhabad,2014,kharif,Rice,11900,33213,2.791008403
11106,Uttar Pradesh,fatehpur,1997,kharif,Rice,81838,162415,1.98459151
11107,Uttar Pradesh,fatehpur,1998,kharif,Rice,89110,163432,1.834047806
11108,Uttar Pradesh,fatehpur,1999,kharif,Rice,89904,170543,1.896945631
11109,Uttar Pradesh,fatehpur,2000,kharif,Rice,91781,162713,1.772839694
11110,Uttar Pradesh,fatehpur,2001,kharif,Rice,97302,198290,2.037882058
11111,Uttar Pradesh,fatehpur,2002,kharif,Rice,69093,114885,1.66275889
11112,Uttar Pradesh,fatehpur,2003,kharif,Rice,85350,155333,1.819953134
11113,Uttar Pradesh,fatehpur,2004,kharif,Rice,86201,160017,1.856324173
11114,Uttar Pradesh,fatehpur,2005,kharif,Rice,71543,120765,1.688005815
11115,Uttar Pradesh,fatehpur,2006,kharif,Rice,80582,136425,1.692995954
11116,Uttar Pradesh,fatehpur,2007,kharif,Rice,84135,158258,1.881000773
11117,Uttar Pradesh,fatehpur,2008,kharif,Rice,79122,182139,2.302001972
11118,Uttar Pradesh,fatehpur,2009,kharif,Rice,61678,133410,2.16300788
11119,Uttar Pradesh,fatehpur,2010,kharif,Rice,63527,134105,2.110992177
11120,Uttar Pradesh,fatehpur,2011,kharif,Rice,77736,182446,2.346994957
11121,Uttar Pradesh,fatehpur,2012,kharif,Rice,77164,189515,2.456002799
11122,Uttar Pradesh,fatehpur,2013,kharif,Rice,86459,225226,2.605003528
11123,Uttar Pradesh,fatehpur,2014,kharif,Rice,80702,157046,1.94599886
11124,Uttar Pradesh,firozabad,1997,kharif,Rice,14013,31220,2.227931207
11125,Uttar Pradesh,firozabad,1998,kharif,Rice,19291,35053,1.817064953
11126,Uttar Pradesh,firozabad,1999,kharif,Rice,20570,34018,1.653767623
11127,Uttar Pradesh,firozabad,2000,kharif,Rice,21506,34330,1.596298707
11128,Uttar Pradesh,firozabad,2001,kharif,Rice,19184,33752,1.759382819
11129,Uttar Pradesh,firozabad,2002,kharif,Rice,13947,26639,1.910016491
11130,Uttar Pradesh,firozabad,2003,kharif,Rice,13865,26784,1.931770646
11131,Uttar Pradesh,firozabad,2004,kharif,Rice,14649,40988,2.79800669
11132,Uttar Pradesh,firozabad,2005,kharif,Rice,14433,44381,3.074967089
11133,Uttar Pradesh,firozabad,2006,kharif,Rice,14989,43963,2.933017546
11134,Uttar Pradesh,firozabad,2007,kharif,Rice,16103,48905,3.037011737
11135,Uttar Pradesh,firozabad,2008,kharif,Rice,18713,56176,3.001977235
11136,Uttar Pradesh,firozabad,2009,kharif,Rice,16939,49513,2.923017888
11137,Uttar Pradesh,firozabad,2010,kharif,Rice,19919,54976,2.759977911
11138,Uttar Pradesh,firozabad,2011,kharif,Rice,25410,72164,2.839984258
11139,Uttar Pradesh,firozabad,2012,kharif,Rice,19297,54726,2.835984868
11140,Uttar Pradesh,firozabad,2013,kharif,Rice,21599,59354,2.747997592
11142,Uttar Pradesh,firozabad,2014,kharif,Rice,23319,56619,2.428020069
11143,Uttar Pradesh,ghaziabad,1997,kharif,Rice,13719,31372,2.286755594
11145,Uttar Pradesh,ghaziabad,1998,kharif,Rice,18134,36424,2.008602625
11147,Uttar Pradesh,ghaziabad,1999,kharif,Rice,20830,44729,2.147335574
11148,Uttar Pradesh,ghaziabad,2000,kharif,Rice,21726,43067,1.982279297
11149,Uttar Pradesh,ghaziabad,2001,kharif,Rice,21142,49840,2.357392867
11150,Uttar Pradesh,ghaziabad,2002,kharif,Rice,17552,41996,2.392661805
11151,Uttar Pradesh,ghaziabad,2003,kharif,Rice,19549,45904,2.348150801
11152,Uttar Pradesh,ghaziabad,2004,kharif,Rice,20309,49123,2.418779851
11153,Uttar Pradesh,ghaziabad,2005,kharif,Rice,21841,50584,2.316011172
11154,Uttar Pradesh,ghaziabad,2006,kharif,Rice,21606,49326,2.282976951
11155,Uttar Pradesh,ghaziabad,2007,kharif,Rice,20949,49921,2.382977708
11156,Uttar Pradesh,ghaziabad,2008,kharif,Rice,23436,59035,2.518987882
11157,Uttar Pradesh,ghaziabad,2009,kharif,Rice,22340,61368,2.747000895
11158,Uttar Pradesh,ghaziabad,2010,kharif,Rice,30102,76730,2.549000066
11159,Uttar Pradesh,ghaziabad,2011,kharif,Rice,29971,81731,2.727002769
11160,Uttar Pradesh,ghaziabad,2012,kharif,Rice,10098,26083,2.58298673
11161,Uttar Pradesh,ghaziabad,2013,kharif,Rice,9296,25267,2.718050775
11162,Uttar Pradesh,ghaziabad,2014,kharif,Rice,8650,23727,2.74300578
11163,Uttar Pradesh,ghazipur,1997,kharif,Rice,134838,298115,2.210912354
11164,Uttar Pradesh,ghazipur,1998,kharif,Rice,134616,265915,1.975359541
11165,Uttar Pradesh,ghazipur,1999,kharif,Rice,136533,314658,2.30462965
11166,Uttar Pradesh,ghazipur,2000,kharif,Rice,137877,261830,1.899011438
11167,Uttar Pradesh,ghazipur,2001,kharif,Rice,156348,343647,2.197962238
11168,Uttar Pradesh,ghazipur,2002,kharif,Rice,151011,298868,1.979114104
11169,Uttar Pradesh,ghazipur,2003,kharif,Rice,155599,344404,2.213407541
11170,Uttar Pradesh,ghazipur,2004,kharif,Rice,151689,157236,1.036568242
11171,Uttar Pradesh,ghazipur,2005,kharif,Rice,144930,278990,1.924998275
11172,Uttar Pradesh,ghazipur,2006,kharif,Rice,149754,288576,1.92700028
11173,Uttar Pradesh,ghazipur,2007,kharif,Rice,149871,324021,2.161999319
11174,Uttar Pradesh,ghazipur,2008,kharif,Rice,151654,339402,2.238002295
11175,Uttar Pradesh,ghazipur,2009,kharif,Rice,121103,224041,1.850003716
11176,Uttar Pradesh,ghazipur,2010,kharif,Rice,149321,314321,2.105001976
11177,Uttar Pradesh,ghazipur,2011,kharif,Rice,154085,336830,2.186001233
11178,Uttar Pradesh,ghazipur,2012,kharif,Rice,149175,348622,2.337000168
11179,Uttar Pradesh,ghazipur,2013,kharif,Rice,148895,318040,2.136001881
11180,Uttar Pradesh,ghazipur,2014,kharif,Rice,136673,294257,2.153000227
11181,Uttar Pradesh,gonda,1997,kharif,Rice,115201,249365,2.164607946
11183,Uttar Pradesh,gonda,1998,kharif,Rice,117169,213740,1.824202647
11185,Uttar Pradesh,gonda,1999,kharif,Rice,124736,258547,2.072753656
11187,Uttar Pradesh,gonda,2000,kharif,Rice,123698,241421,1.951696875
11189,Uttar Pradesh,gonda,2001,kharif,Rice,144714,290604,2.008126373
11191,Uttar Pradesh,gonda,2002,kharif,Rice,129875,166254,1.280107796
11193,Uttar Pradesh,gonda,2003,kharif,Rice,130399,245990,1.886440847
11195,Uttar Pradesh,gonda,2004,kharif,Rice,137035,219000,1.598131864
11196,Uttar Pradesh,gonda,2005,kharif,Rice,132082,265617,2.011000742
11197,Uttar Pradesh,gonda,2006,kharif,Rice,139035,217868,1.567001115
11199,Uttar Pradesh,gonda,2007,kharif,Rice,127327,251725,1.976996238
11200,Uttar Pradesh,gonda,2008,kharif,Rice,116178,247343,2.129000327
11201,Uttar Pradesh,gonda,2009,kharif,Rice,116741,256363,2.195997978
11202,Uttar Pradesh,gonda,2010,kharif,Rice,117388,263888,2.247998092
11203,Uttar Pradesh,gonda,2011,kharif,Rice,121429,279651,2.303000107
11204,Uttar Pradesh,gonda,2012,kharif,Rice,122264,287932,2.35500229
11205,Uttar Pradesh,gonda,2013,kharif,Rice,126768,310582,2.450003155
11206,Uttar Pradesh,gonda,2014,kharif,Rice,134534,278485,2.069997175
11207,Uttar Pradesh,gorakhpur,1997,kharif,Rice,152774,245823,1.60906306
11209,Uttar Pradesh,gorakhpur,1998,kharif,Rice,139260,197081,1.415201781
11211,Uttar Pradesh,gorakhpur,1999,kharif,Rice,151577,285787,1.88542457
11213,Uttar Pradesh,gorakhpur,2000,kharif,Rice,149402,278272,1.862572121
11215,Uttar Pradesh,gorakhpur,2001,kharif,Rice,155864,262873,1.686553662
11217,Uttar Pradesh,gorakhpur,2002,kharif,Rice,151601,227291,1.499271113
11219,Uttar Pradesh,gorakhpur,2003,kharif,Rice,150889,305263,2.023096448
11221,Uttar Pradesh,gorakhpur,2004,kharif,Rice,148255,224879,1.51683923
11222,Uttar Pradesh,gorakhpur,2005,kharif,Rice,150889,271902,1.802000146
11223,Uttar Pradesh,gorakhpur,2006,kharif,Rice,145171,246210,1.69599989
11225,Uttar Pradesh,gorakhpur,2007,kharif,Rice,149578,282104,1.885999278
11227,Uttar Pradesh,gorakhpur,2008,kharif,Rice,152772,296072,1.93799911
11229,Uttar Pradesh,gorakhpur,2009,kharif,Rice,152407,277533,1.820999035
11231,Uttar Pradesh,gorakhpur,2010,kharif,Rice,153977,312111,2.026997539
11233,Uttar Pradesh,gorakhpur,2011,kharif,Rice,152103,332041,2.183000993
11235,Uttar Pradesh,gorakhpur,2012,kharif,Rice,151122,344256,2.278000556
11237,Uttar Pradesh,gorakhpur,2013,kharif,Rice,150740,362228,2.402998541
11239,Uttar Pradesh,gorakhpur,2014,kharif,Rice,152431,336873,2.210003215
11241,Uttar Pradesh,hamirpur,1997,kharif,Rice,1573,1771,1.125874126
11242,Uttar Pradesh,hamirpur,1998,kharif,Rice,1019,1651,1.620215898
11243,Uttar Pradesh,hamirpur,1999,kharif,Rice,1407,1529,1.086709311
11244,Uttar Pradesh,hamirpur,2000,kharif,Rice,1668,1657,0.993405276
11245,Uttar Pradesh,hamirpur,2001,kharif,Rice,1320,1759,1.332575758
11246,Uttar Pradesh,hamirpur,2002,kharif,Rice,546,447,0.818681319
11247,Uttar Pradesh,hamirpur,2003,kharif,Rice,478,556,1.163179916
